Customer ID,Recency,Frequency,Monetary,Total_Products_Purchased,Unique_Products_Purchased,First_Purchase,Last_Purchase,Avg_Transaction_Value,Customer_Tenure_Days,Revenue_Per_Product,Avg_Days_Between_Purchases,Std_Days_Between_Purchases,Purchase_Regularity,Spending_Trend,Monthly_Spending_Mean,Monthly_Spending_Std,Cancellation_Rate,Is_UK,Revenue_Percentile,R_Score,F_Score,M_Score,RFM_Segment
13205.0,442,1,2803.2,256,1,2010-09-22 16:26:00,2010-09-22 16:26:00,2803.2,442,2803.2,0.0,0.0,0.0,0.0,2803.2,0.0,0.0,1,70-80%,1,1,4,Lost - Big Spenders
13206.0,399,13,8308.19,7086,393,2009-12-07 13:48:00,2010-11-04 16:50:00,639.0915384615384,731,21.140432569974557,0.5769911504424778,5.674676371713229,0.08644481294819363,-276.19571428571425,1186.8842857142859,790.658641932095,0.0,1,90-100%,2,5,5,Cant Lose Them
13207.0,14,4,535.86,178,10,2010-04-06 16:37:00,2011-11-24 14:52:00,133.965,611,53.586,49.583333333333336,97.3853249476096,0.50397082450799,-35.82600000000001,133.965,83.64363514338675,0.0,1,30-40%,5,3,2,Loyal Customers
13208.0,58,8,1951.82,1307,197,2009-12-03 13:25:00,2011-10-11 16:25:00,243.9775,735,9.90771573604061,2.7068273092369477,18.326298571422658,0.14005927204495688,13.255952380952383,243.97750000000002,119.98300162344427,0.0,1,70-80%,3,4,4,Best Customers
13209.0,29,16,8438.06,5760,284,2010-01-24 14:30:00,2011-11-09 13:54:00,527.37875,683,29.711478873239436,1.737265415549598,12.119726656256567,0.1324162813042394,63.17672727272726,767.0963636363635,669.6521970884995,0.1875,1,90-100%,4,5,5,Champions
13210.0,93,1,353.48,316,22,2011-09-07 08:18:00,2011-09-07 08:18:00,353.48,93,16.067272727272726,0.0,0.0,0.0,0.0,353.48,0.0,0.0,1,20-30%,3,1,2,Hibernating
13211.0,9,12,2596.32,1840,100,2009-12-06 14:37:00,2011-11-29 14:43:00,216.36,732,25.9632,3.5467980295566504,22.901457584586403,0.14839254120819448,34.220000000000006,324.54,215.09180810594745,0.16666666666666666,1,70-80%,5,5,4,Champions
13212.0,8,4,779.33,308,128,2011-10-09 14:48:00,2011-11-30 15:12:00,194.8325,60,6.088515625,0.3617021276595745,3.548191885100838,0.07952657601022811,196.39,389.665,138.86870075722607,0.25,1,40-50%,5,3,3,Loyal Customers
13213.0,56,14,3834.62,2952,181,2010-05-20 14:50:00,2011-10-14 11:42:00,273.90142857142854,567,21.18574585635359,2.423076923076923,15.226592748172258,0.14932752431035498,-17.263095238095236,479.32750000000004,403.4327372065882,0.21428571428571427,1,80-90%,4,5,5,Champions
13214.0,417,7,3264.23,2966,207,2010-03-03 14:10:00,2010-10-18 10:00:00,466.31857142857143,645,15.769227053140098,0.9912280701754386,6.373811526478297,0.13442546864889088,-187.42085714285713,544.0383333333333,649.6043361744645,0.0,1,80-90%,1,4,5,Cant Lose Them
13215.0,401,1,81.6,96,1,2010-11-02 18:26:00,2010-11-02 18:26:00,81.6,401,81.6,0.0,0.0,0.0,0.0,81.6,0.0,0.0,1,0-10%,2,1,1,Lost Customers
13216.0,267,1,333.74,297,5,2011-03-17 12:18:00,2011-03-17 12:18:00,333.74,267,66.748,0.0,0.0,0.0,0.0,333.74,0.0,0.0,1,20-30%,2,1,2,Lost Customers
13217.0,121,6,266.12,364,3,2010-02-22 12:49:00,2011-08-09 15:32:00,44.35333333333333,655,88.70666666666666,75.85714285714286,186.23500259209112,0.4051440265280136,-238.72000000000003,88.70666666666666,413.49299212118865,0.3333333333333333,1,10-20%,3,4,1,Best Customers
13218.0,126,1,62.63999999999999,88,5,2011-08-04 16:59:00,2011-08-04 16:59:00,62.63999999999999,126,12.527999999999999,0.0,0.0,0.0,0.0,62.63999999999999,0.0,0.0,1,0-10%,3,1,1,Hibernating
13219.0,617,1,76.23,11,11,2010-03-31 14:18:00,2010-03-31 14:18:00,76.23,617,6.930000000000001,0.0,0.0,0.0,0.0,76.23,0.0,0.0,1,0-10%,1,1,1,Lost Customers
13220.0,77,5,1336.0900000000001,396,46,2010-05-13 10:35:00,2011-09-22 13:38:00,267.218,575,29.045434782608698,9.538461538461538,49.113099382141016,0.19033868701126064,-76.46,267.21799999999996,212.30682188756913,0.0,1,60-70%,3,3,4,Good Customers
13221.0,239,2,844.86,243,61,2010-12-15 13:24:00,2011-04-13 16:58:00,422.43,358,13.850163934426229,1.859375,14.875000000000002,0.11712598425196849,-151.46000000000004,422.43,107.09839307851452,0.0,1,50-60%,2,2,3,Lost Customers
13222.0,576,1,88.5,30,1,2010-05-11 13:54:00,2010-05-11 13:54:00,88.5,576,88.5,0.0,0.0,0.0,0.0,88.5,0.0,0.0,1,0-10%,1,1,1,Lost Customers
13223.0,199,6,969.1200000000001,568,8,2010-02-12 13:27:00,2011-05-23 13:03:00,161.52,664,121.14000000000001,38.5,61.04618221999115,0.6205055431693488,-29.341714285714286,161.52,63.81766526597475,0.0,1,50-60%,2,4,3,Cant Lose Them
13224.0,59,3,2147.85,1509,100,2011-07-11 14:10:00,2011-10-10 15:00:00,715.9499999999999,150,21.4785,0.8504672897196262,8.79730205031554,0.08680627435511548,-276.66999999999996,1073.925,195.63523315088202,0.3333333333333333,1,70-80%,3,3,4,Good Customers
13225.0,2,17,15879.27,7337,60,2009-12-17 09:09:00,2011-12-06 13:29:00,934.074705882353,722,264.6545,5.658730158730159,17.148370277510434,0.3118037637650853,-59.69162637362636,1134.2335714285714,445.5348218042107,0.058823529411764705,1,90-100%,5,5,5,Champions
13226.0,272,2,312.46,179,28,2010-11-11 13:46:00,2011-03-11 14:35:00,156.23,392,11.159285714285714,4.444444444444445,23.09401076758503,0.1844626238161973,-96.03999999999999,156.23000000000002,67.91053526515603,0.0,1,20-30%,2,2,2,Lost Customers
13227.0,201,1,257.7,99,9,2011-05-22 11:47:00,2011-05-22 11:47:00,257.7,201,28.633333333333333,0.0,0.0,0.0,0.0,257.7,0.0,0.0,1,10-20%,2,1,1,Lost Customers
13228.0,80,1,358.0,200,2,2011-09-19 14:28:00,2011-09-19 14:28:00,358.0,80,179.0,0.0,0.0,0.0,0.0,358.0,0.0,0.0,1,20-30%,3,1,2,Hibernating
13229.0,225,1,160.95,63,10,2011-04-28 12:07:00,2011-04-28 12:07:00,160.95,225,16.095,0.0,0.0,0.0,0.0,160.95,0.0,0.0,1,10-20%,2,1,1,Lost Customers
13230.0,3,31,6065.95,3374,652,2010-03-18 20:02:00,2011-12-05 16:03:00,195.67580645161289,630,9.303604294478527,0.4896,4.612126321705193,0.0872396613929459,1.5450464396284842,336.9972222222222,262.62401466748116,0.03225806451612903,1,90-100%,5,5,5,Champions
13232.0,12,7,1327.75,771,146,2011-04-10 13:48:00,2011-11-27 10:39:00,189.67857142857142,242,9.094178082191782,1.14,8.188139479802691,0.12407299677001427,-1.5530000000000002,265.55,177.91510742486147,0.0,1,60-70%,5,4,4,Champions
13233.0,73,4,1176.46,1604,74,2010-01-14 14:10:00,2011-09-26 13:25:00,294.115,693,15.898108108108108,8.24,44.20677458171901,0.182273565770652,5.428000000000003,294.115,10.647693020869234,0.0,1,60-70%,3,3,4,Good Customers
13234.0,672,2,346.5,159,56,2009-12-07 12:32:00,2010-02-05 11:41:00,173.25,732,6.1875,0.9833333333333333,7.616867247541253,0.11411726618092191,-110.3,173.25,77.99387796487619,0.0,1,20-30%,1,2,2,Lost Customers
13235.0,211,1,1031.07,441,53,2011-05-11 17:13:00,2011-05-11 17:13:00,1031.07,211,19.454150943396225,0.0,0.0,0.0,0.0,1031.07,0.0,0.0,1,50-60%,2,1,3,Lost Customers
13236.0,24,3,727.27,411,34,2011-08-25 08:58:00,2011-11-15 12:50:00,242.42333333333332,106,21.39029411764706,2.1315789473684212,10.55275307393975,0.18450831016000455,-66.805,242.42333333333332,234.8706197746609,0.3333333333333333,1,40-50%,4,3,3,Loyal Customers
13237.0,387,1,643.0,128,24,2010-11-17 10:07:00,2010-11-17 10:07:00,643.0,387,26.791666666666668,0.0,0.0,0.0,0.0,643.0,0.0,0.0,1,40-50%,2,1,3,Lost Customers
13238.0,10,7,986.73,440,24,2010-04-28 15:02:00,2011-11-28 15:30:00,140.96142857142857,589,41.11375,12.23404255319149,42.01770473935204,0.28439552103764254,52.876000000000005,197.346,107.03985743637742,0.14285714285714285,1,50-60%,5,4,3,Champions
13239.0,261,6,1579.84,1148,86,2010-07-25 13:34:00,2011-03-23 10:25:00,263.3066666666667,501,18.370232558139534,2.5591397849462365,18.93263938373611,0.12838940873200905,-14.866000000000009,394.96000000000004,161.5708540135462,0.16666666666666666,1,60-70%,2,4,4,Cant Lose Them
13240.0,95,9,1378.04,694,159,2010-02-25 13:17:00,2011-09-04 14:08:00,153.11555555555555,651,8.666918238993711,2.778894472361809,17.880957558701397,0.14717974253806526,-8.696428571428571,196.86285714285714,159.41587475471044,0.1111111111111111,1,60-70%,3,4,4,Best Customers
13241.0,411,1,112.53,46,40,2010-10-24 11:17:00,2010-10-24 11:17:00,112.53,411,2.81325,0.0,0.0,0.0,0.0,112.53,0.0,0.0,1,0-10%,1,1,1,Lost Customers
13242.0,111,7,699.4,350,19,2010-02-09 13:12:00,2011-08-19 12:53:00,99.91428571428571,667,36.810526315789474,16.264705882352942,48.45886029221039,0.32885322844599757,3.7142857142857153,116.56666666666666,49.989465556921765,0.0,1,40-50%,3,4,3,Best Customers
13243.0,202,5,1220.38,554,165,2010-03-18 13:10:00,2011-05-20 13:14:00,244.07600000000002,630,7.396242424242425,2.088235294117647,21.276552436190876,0.09374140366195371,166.75,406.79333333333335,167.9512433217847,0.0,1,60-70%,2,3,4,Lost - Big Spenders
13244.0,92,1,121.74000000000001,38,27,2011-09-08 11:46:00,2011-09-08 11:46:00,121.74000000000001,92,4.508888888888889,0.0,0.0,0.0,0.0,121.74000000000001,0.0,0.0,1,0-10%,3,1,1,Hibernating
13245.0,50,2,989.22,371,43,2010-10-03 14:03:00,2011-10-20 11:40:00,494.61,431,23.005116279069767,8.659090909090908,57.43791114206399,0.14817591422870072,-128.22000000000003,494.61,90.66523148373915,0.0,1,50-60%,4,2,3,Potential
13246.0,17,14,3242.0,2725,229,2010-07-02 13:36:00,2011-11-21 16:50:00,231.57142857142858,524,14.157205240174672,1.3404255319148937,10.815103702004267,0.11345017070713559,-15.941333333333336,360.22222222222223,221.5096068897339,0.21428571428571427,1,80-90%,5,5,5,Champions
13247.0,17,4,501.12,328,18,2011-09-18 11:31:00,2011-11-22 10:59:00,125.28,82,27.84,2.625,8.329165624478842,0.2813756455467196,-97.41,167.04,120.16098077162985,0.0,1,30-40%,5,3,2,Loyal Customers
13248.0,124,2,465.68,305,25,2011-06-03 13:05:00,2011-08-07 12:40:00,232.84,188,18.627200000000002,2.56,12.8,0.1855072463768116,-309.26,232.83999999999997,218.67984314975166,0.0,1,30-40%,3,2,2,Hibernating
13249.0,91,9,1608.93,1246,21,2010-01-24 12:11:00,2011-09-08 13:26:00,178.77,684,76.61571428571429,17.323529411764707,40.75924924832383,0.4148429323704868,44.47178571428573,201.11625,114.47867773239324,0.0,1,60-70%,3,4,4,Best Customers
13250.0,452,3,245.59,105,17,2010-07-25 14:01:00,2010-09-13 10:43:00,81.86333333333333,501,14.446470588235295,2.526315789473684,9.453796539266538,0.24166490901026624,-20.590000000000003,122.795,14.559328624631016,0.3333333333333333,1,10-20%,1,3,1,Lost Customers
13251.0,401,1,252.68,215,25,2010-11-02 13:20:00,2010-11-02 13:20:00,252.68,401,10.1072,0.0,0.0,0.0,0.0,252.68,0.0,0.0,1,10-20%,2,1,1,Lost Customers
13252.0,393,3,341.3,128,19,2010-03-24 10:30:00,2010-11-10 16:00:00,113.76666666666667,625,17.96315789473684,11.0,49.95197693785502,0.2158895623111239,-236.49999999999997,170.64999999999998,167.23075375061845,0.3333333333333333,1,20-30%,2,3,2,Lost Customers
13253.0,156,4,2951.11,3015,73,2010-01-05 12:13:00,2011-07-06 10:09:00,737.7775,703,40.42616438356165,7.378378378378378,39.15291507637913,0.1837569791469232,-173.125,737.7775,259.20096018019177,0.0,1,80-90%,3,3,5,Good Customers
13254.0,375,1,51.410000000000004,43,4,2010-11-28 15:42:00,2010-11-28 15:42:00,51.410000000000004,375,12.852500000000001,0.0,0.0,0.0,0.0,51.410000000000004,0.0,0.0,1,0-10%,2,1,1,Lost Customers
13255.0,3,4,669.91,404,26,2010-07-15 13:20:00,2011-12-06 10:56:00,167.4775,511,25.76576923076923,19.5,75.28040913810179,0.2556357552395432,-91.619,167.4775,125.18578070877965,0.25,1,40-50%,5,3,3,Loyal Customers
13257.0,427,3,117.95,29,7,2010-09-29 14:58:00,2010-10-08 12:27:00,39.31666666666667,435,16.85,1.0,2.138089935299395,0.31866518188383064,-181.55,58.975,128.37523612441768,0.6666666666666666,1,0-10%,1,3,1,Lost Customers
13258.0,11,5,1009.43,446,29,2010-11-04 12:45:00,2011-11-28 09:31:00,201.886,400,34.807931034482756,9.0,37.93415347678132,0.23115951411059235,68.68,336.47666666666663,137.5450414712698,0.0,1,50-60%,5,3,3,Loyal Customers
13259.0,61,9,1398.79,502,233,2010-01-10 10:26:00,2011-10-09 10:48:00,155.42111111111112,698,6.003390557939914,2.0385852090032155,21.84073856850349,0.08925215806350269,7.850571428571434,233.13166666666666,86.35170488569791,0.0,1,60-70%,3,4,4,Best Customers
13260.0,60,1,557.62,142,8,2011-10-09 13:21:00,2011-10-09 13:21:00,557.62,60,69.7025,0.0,0.0,0.0,0.0,557.62,0.0,0.0,1,30-40%,3,1,2,Hibernating
13261.0,268,2,944.1,210,8,2011-02-27 10:41:00,2011-03-16 12:22:00,472.05,285,118.0125,2.125,6.010407640085654,0.3031207469090965,-746.1,472.05,527.5723694432832,0.0,1,50-60%,2,2,3,Lost Customers
13262.0,262,3,573.45,247,48,2010-04-18 12:14:00,2011-03-21 15:06:00,191.15,600,11.946875,6.877551020408164,34.78483425111511,0.19219178080149552,-16.060000000000002,191.15,46.50853255049012,0.0,1,30-40%,2,3,2,Lost Customers
13263.0,0,38,8650.98,5365,505,2010-10-22 17:07:00,2011-12-08 13:59:00,227.6573684210526,412,17.130653465346533,0.20695102685624012,2.3063192895054967,0.06259257159861059,-9.41516483516484,665.4599999999999,299.6136667721729,0.0,1,90-100%,5,5,5,Champions
13264.0,442,1,722.5600000000001,375,38,2010-09-23 12:42:00,2010-09-23 12:42:00,722.5600000000001,442,19.014736842105265,0.0,0.0,0.0,0.0,722.5600000000001,0.0,0.0,1,40-50%,1,1,3,Lost Customers
13265.0,52,5,2092.66,1740,66,2011-03-11 09:54:00,2011-10-17 15:02:00,418.532,273,31.706969696969693,2.460674157303371,12.710103514862858,0.1794788897571635,-48.49600000000001,418.53200000000004,223.37533417994032,0.0,1,70-80%,4,3,4,Loyal Customers
13266.0,10,30,5965.3,6669,154,2009-12-17 10:52:00,2011-11-28 14:39:00,198.84333333333333,722,38.73571428571429,2.144171779141104,10.12084276308137,0.19280659072523346,10.618163054695565,331.40555555555557,191.76601450794516,0.36666666666666664,1,90-100%,5,5,5,Champions
13267.0,2,50,9212.06,3903,152,2009-12-07 16:56:00,2011-12-07 11:12:00,184.2412,731,60.60565789473684,1.6397228637413395,7.591387171148429,0.1908565905687328,-7.241774436090225,460.60299999999995,255.4888721873791,0.28,1,90-100%,5,5,5,Champions
13268.0,17,14,3105.66,3525,256,2011-03-17 13:20:00,2011-11-22 11:34:00,221.83285714285714,266,12.131484375,0.5593607305936074,5.073364876425392,0.0921006298773261,-45.66914285714285,517.61,338.1052163454448,0.2857142857142857,1,80-90%,5,5,5,Champions
13269.0,0,30,8507.01,6361,239,2009-12-02 11:47:00,2011-12-08 14:53:00,283.567,737,35.59418410041841,1.4887525562372188,8.865362250124985,0.15090703397316785,5.292549019607846,500.4123529411765,264.7181244392186,0.06666666666666667,1,90-100%,5,5,5,Champions
13270.0,365,1,590.0,200,1,2010-12-08 14:53:00,2010-12-08 14:53:00,590.0,365,590.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,1,40-50%,2,1,3,Lost Customers
13271.0,36,2,172.37,168,79,2011-11-02 14:31:00,2011-11-02 14:43:00,86.185,36,2.1818987341772154,0.0,0.0,0.0,0.0,172.37,0.0,0.5,1,10-20%,4,2,1,Low-Value Customers
13272.0,30,2,276.56,96,15,2011-09-11 12:06:00,2011-11-08 14:00:00,138.28,89,18.437333333333335,4.142857142857143,15.501152030920613,0.25106472172937183,-5.360000000000014,138.28,3.7900923471599044,0.0,1,20-30%,4,2,2,Low-Value Customers
13273.0,112,1,138.98,153,16,2011-08-18 14:02:00,2011-08-18 14:02:00,138.98,112,8.68625,0.0,0.0,0.0,0.0,138.98,0.0,0.0,1,0-10%,3,1,1,Hibernating
13274.0,408,1,360.85,199,19,2010-10-26 13:48:00,2010-10-26 13:48:00,360.85,408,18.992105263157896,0.0,0.0,0.0,0.0,360.85,0.0,0.0,1,20-30%,1,1,2,Lost Customers
13275.0,383,2,238.86,138,48,2010-03-17 14:05:00,2010-11-21 12:09:00,119.43,631,4.97625,5.276595744680851,36.17451789147785,0.14194120176849678,-115.86000000000001,119.43,81.9253916682734,0.0,1,10-20%,2,2,1,Lost Customers
13276.0,63,7,1871.21,838,210,2010-03-07 14:05:00,2011-10-07 12:44:00,267.3157142857143,641,8.91052380952381,2.404166666666667,22.270098893852726,0.10331570474338538,7.697,374.242,222.27886847381603,0.2857142857142857,1,70-80%,3,4,4,Best Customers
13277.0,15,7,523.3,382,10,2010-06-18 08:45:00,2011-11-24 09:21:00,74.75714285714285,539,52.33,23.681818181818183,57.53209155281561,0.40459545445166994,8.648571428571428,87.21666666666665,53.1520617348628,0.0,1,30-40%,5,4,2,Champions
13278.0,40,4,1425.35,1333,79,2010-04-08 11:59:00,2011-10-30 11:49:00,356.3375,610,18.042405063291138,5.367924528301887,37.68625503427657,0.13875534149133406,68.821,356.3375,128.41443308678353,0.0,1,60-70%,4,3,4,Loyal Customers
13279.0,63,2,126.30000000000001,70,9,2011-09-22 17:24:00,2011-10-06 18:51:00,63.150000000000006,77,14.033333333333335,1.4,4.427188724235731,0.25796044160914106,-149.2,63.15,105.5003317530329,0.5,1,0-10%,3,2,1,Hibernating
13280.0,121,8,2267.83,1487,159,2010-03-05 09:07:00,2011-08-09 13:14:00,283.47875,644,14.263081761006289,2.5317073170731708,20.115968184314372,0.1198953936175091,-87.922,453.566,339.17231546811126,0.125,1,70-80%,3,4,4,Best Customers
13281.0,436,3,306.45,175,24,2010-04-27 11:00:00,2010-09-28 18:43:00,102.14999999999999,591,12.768749999999999,6.16,30.38596167092078,0.19626609069962847,383.35,153.225,271.069384567863,0.6666666666666666,1,20-30%,1,3,2,Lost Customers
13282.0,17,7,1228.89,392,43,2010-10-29 14:11:00,2011-11-21 15:33:00,175.5557142857143,405,28.57883720930233,7.264150943396227,29.214821675225732,0.24041680674065924,-6.792000000000002,245.77800000000002,204.28591647492493,0.42857142857142855,1,60-70%,5,4,4,Champions
13283.0,59,4,373.36,204,19,2010-03-09 14:36:00,2011-10-11 09:50:00,93.34,639,19.650526315789474,30.42105263157895,90.79483330226431,0.3314026676360722,-30.532000000000004,93.34,57.30928720547831,0.0,1,20-30%,3,3,2,Good Customers
13284.0,322,2,196.15,79,13,2011-01-13 09:23:00,2011-01-21 10:25:00,98.075,330,15.088461538461539,0.6153846153846154,2.2188007849009166,0.1911844368472026,0.0,196.15,0.0,0.5,1,10-20%,2,2,1,Lost Customers
13285.0,22,6,3364.59,2457,182,2010-03-25 14:26:00,2011-11-16 13:19:00,560.765,623,18.486758241758242,2.6,23.084920123706382,0.10795136486422738,93.65914285714287,560.765,205.25276775234968,0.0,1,80-90%,4,4,5,Champions
13286.0,599,1,734.91,274,46,2010-04-18 15:35:00,2010-04-18 15:35:00,734.91,599,15.976304347826087,0.0,0.0,0.0,0.0,734.91,0.0,0.0,1,40-50%,1,1,3,Lost Customers
13287.0,582,7,519.67,237,46,2010-01-04 10:43:00,2010-05-05 13:10:00,74.23857142857142,704,11.297173913043478,1.6164383561643836,6.9394807222200665,0.2035949721044715,-88.849,103.93400000000001,223.2686982763146,0.5714285714285714,1,30-40%,1,4,2,Cant Lose Them
13288.0,442,6,892.16,376,7,2010-02-11 14:59:00,2010-09-22 16:32:00,148.69333333333333,665,127.45142857142856,20.0,40.51913128387626,0.48170564704871116,-236.82,297.3866666666667,238.13583462665449,0.16666666666666666,1,50-60%,1,4,3,Cant Lose Them
13289.0,723,1,307.95,119,16,2009-12-16 11:53:00,2009-12-16 11:53:00,307.95,723,19.246875,0.0,0.0,0.0,0.0,307.95,0.0,0.0,1,20-30%,1,1,2,Lost Customers
13291.0,155,11,3270.79,1600,155,2010-02-11 18:36:00,2011-07-07 10:36:00,297.3445454545454,665,21.101870967741934,1.5899053627760253,15.328954948108564,0.09736724535210928,-5.841666666666667,363.4211111111111,152.391210330882,0.0,1,80-90%,3,5,5,Best Customers
13292.0,38,6,987.79,514,55,2010-07-01 14:36:00,2011-11-01 10:04:00,164.63166666666666,525,17.959818181818182,8.220338983050848,36.9025126686845,0.21688110904168598,35.351,197.558,102.47271280687362,0.16666666666666666,1,50-60%,4,4,3,Champions
13293.0,391,7,1180.34,549,52,2009-12-01 10:55:00,2010-11-12 13:28:00,168.61999999999998,738,22.69884615384615,4.777777777777778,19.669968689136542,0.23114586430354978,29.180571428571433,196.72333333333336,165.80663155213867,0.14285714285714285,1,60-70%,2,4,4,Cant Lose Them
13294.0,189,3,1689.53,996,93,2010-03-03 12:54:00,2011-06-03 08:54:00,563.1766666666666,645,18.16698924731183,4.5049504950495045,39.78030260377019,0.1104687853550409,-212.84999999999997,563.1766666666666,223.71519960282842,0.0,1,60-70%,2,3,4,Lost - Big Spenders
13295.0,359,9,1061.27,699,56,2010-05-12 09:13:00,2010-12-15 11:21:00,117.91888888888889,576,18.951249999999998,2.8783783783783785,14.415509819694824,0.18671963574639408,15.210000000000006,212.25400000000005,131.70830015606458,0.5555555555555556,1,50-60%,2,4,3,Cant Lose Them
13296.0,136,6,792.51,653,50,2010-05-11 14:29:00,2011-07-25 13:46:00,132.085,576,15.8502,8.423076923076923,40.75962350162188,0.20170385211326877,-9.079714285714287,132.085,29.475540877140833,0.0,1,40-50%,3,4,3,Best Customers
13297.0,7,8,4352.67,2693,108,2010-06-15 12:35:00,2011-12-02 09:32:00,544.08375,542,40.3025,4.32520325203252,30.803048586340417,0.13599964293643907,-90.62485714285714,725.445,472.6595759211909,0.125,1,80-90%,5,4,5,Champions
13298.0,0,1,360.0,96,2,2011-12-08 13:11:00,2011-12-08 13:11:00,360.0,0,180.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,1,20-30%,5,1,2,Low-Value Customers
13299.0,267,5,1173.3,408,56,2010-06-29 11:30:00,2011-03-16 12:55:00,234.66,528,20.951785714285712,3.9692307692307693,21.55296472556707,0.17599596405749124,11.298000000000002,293.32500000000005,318.06308195073507,0.4,1,60-70%,2,3,4,Lost - Big Spenders
13300.0,164,5,1267.21,447,44,2010-05-14 15:56:00,2011-06-28 11:59:00,253.442,573,28.800227272727273,7.140350877192983,35.639784449249575,0.1948797184405714,76.127,316.8025,251.46280578182268,0.4,1,60-70%,3,3,4,Good Customers
13301.0,103,4,600.19,343,74,2011-02-20 13:13:00,2011-08-28 11:25:00,150.0475,291,8.110675675675676,2.367088607594937,12.052425242897705,0.18135239723996543,-12.879000000000001,150.0475,17.970602614640747,0.0,1,40-50%,3,3,3,Good Customers
13302.0,154,2,159.2,12,3,2010-07-01 12:32:00,2011-07-07 17:56:00,79.6,526,53.06666666666666,185.5,262.33661582020915,0.70442159903296,-31.700000000000003,79.6,22.415284963613555,0.0,1,10-20%,3,2,1,Hibernating
13303.0,399,1,61.72,26,4,2010-11-04 14:55:00,2010-11-04 14:55:00,61.72,399,15.43,0.0,0.0,0.0,0.0,61.72,0.0,0.0,1,0-10%,2,1,1,Lost Customers
13304.0,350,7,1120.79,688,59,2010-02-08 12:42:00,2010-12-23 14:35:00,160.11285714285714,669,18.996440677966103,3.6744186046511627,17.386568081654378,0.1998425474690624,9.495999999999999,224.158,134.043012201308,0.42857142857142855,1,50-60%,2,4,3,Cant Lose Them
13305.0,3,16,3616.41,2228,153,2010-03-10 14:49:00,2011-12-05 15:15:00,226.025625,638,23.636666666666667,3.1557788944723617,15.028620986602412,0.1968839925225091,-7.756725274725272,258.315,125.16233844645369,0.0,1,80-90%,5,5,5,Champions
13306.0,429,1,53.65,74,4,2010-10-05 14:55:00,2010-10-05 14:55:00,53.65,429,13.4125,0.0,0.0,0.0,0.0,53.65,0.0,0.0,1,0-10%,1,1,1,Lost Customers
13307.0,119,3,273.34,140,15,2010-04-26 13:28:00,2011-08-11 17:14:00,91.11333333333333,591,18.222666666666665,33.642857142857146,99.86884256005831,0.333530714629008,-106.36999999999999,91.11333333333334,118.57898014965949,0.0,1,20-30%,3,3,2,Good Customers
13308.0,22,5,1652.47,1070,65,2010-04-22 09:22:00,2011-11-17 09:31:00,330.494,596,25.422615384615384,7.8493150684931505,48.59202930547717,0.1582777550832395,-52.82300000000001,330.494,300.93512121385896,0.2,1,60-70%,4,3,4,Loyal Customers
13309.0,6,6,1706.3700000000001,1914,95,2010-11-12 12:10:00,2011-12-02 16:34:00,284.39500000000004,392,17.961789473684213,2.9767441860465116,16.165387945912727,0.1734154914194822,-3.964285714285717,284.395,90.53974436676967,0.0,1,60-70%,5,4,4,Champions
13310.0,8,8,1492.8,804,80,2010-11-02 17:03:00,2011-12-01 08:23:00,186.6,401,18.66,3.9494949494949494,21.3289942247702,0.17687742267914874,-92.60900000000002,298.56,180.03617455944791,0.375,1,60-70%,5,4,4,Champions
13311.0,3,2,598.57,305,25,2011-07-12 14:26:00,2011-12-05 12:55:00,299.285,149,23.942800000000002,5.8,29.000000000000004,0.1933333333333333,-381.65,299.285,269.86730303984586,0.0,1,40-50%,5,2,3,Potential
13312.0,450,1,124.75,41,5,2010-09-14 14:36:00,2010-09-14 14:36:00,124.75,450,24.95,0.0,0.0,0.0,0.0,124.75,0.0,0.0,1,0-10%,1,1,1,Lost Customers
13313.0,21,15,3423.27,2299,106,2009-12-02 13:53:00,2011-11-17 16:48:00,228.218,736,32.295,3.731578947368421,18.013415125340927,0.1962603205562478,13.656545454545459,342.327,107.05981693012141,0.2,1,80-90%,4,5,5,Champions
13314.0,1,4,593.51,487,55,2011-09-27 10:20:00,2011-12-08 12:29:00,148.3775,73,10.79109090909091,0.9726027397260274,5.981389198402839,0.13931363974787908,-156.575,197.83666666666667,296.2635833735448,0.25,1,40-50%,5,3,3,Loyal Customers
13315.0,688,1,310.26,232,22,2010-01-19 15:34:00,2010-01-19 15:34:00,310.26,688,14.102727272727272,0.0,0.0,0.0,0.0,310.26,0.0,0.0,1,20-30%,1,1,2,Lost Customers
13316.0,36,11,12818.42,19883,115,2010-03-10 10:01:00,2011-11-02 13:40:00,1165.310909090909,639,111.46452173913043,3.4566473988439306,19.198310980621986,0.17113546782006653,-33.88283333333334,1424.2688888888888,404.80787762358466,0.09090909090909091,1,90-100%,4,5,5,Champions
13317.0,63,31,6068.53,3051,221,2009-12-13 11:11:00,2011-10-06 19:21:00,195.7590322580645,726,27.45941176470588,1.712401055408971,10.462790167164554,0.14938780440334554,13.904214285714286,404.5686666666667,296.82591030209386,0.3870967741935484,1,90-100%,3,5,5,Best Customers
13318.0,0,3,640.76,304,14,2011-11-02 13:26:00,2011-12-08 18:51:00,213.58666666666667,36,45.76857142857143,1.8421052631578947,7.120105788030719,0.22685729856786022,34.84000000000003,320.38,24.635600256539337,0.0,1,40-50%,5,3,3,Loyal Customers
